,rmse,mean,median,std,min,max,sse
tum_frb1xyz_orb2_cam.txt,0.014362960650541627,0.013076181806067295,0.012068722987866314,0.00594206260684636,0.0,0.03956510625540252,0.16297276453271564
tum_frb1_orb2.txt,0.049243750633146614,0.04396660280049901,0.047259624276615064,0.02217847638145327,0.0,0.08413396462959008,0.07517335626900536
